"#","Name","Color","Parent","Start","Stop","Icon","Description","[Namechange","When","Description","[Namechange","When","Description",". . . ]]",,
"N","Netrunner Rolling","#5997de","Manjaro","2014.09",,,"https://distroware.gitlab.io/os/Linux/n/netrunner-rolling",,,,,,,,,
"#N","Sonar GNU-Linux","#2F8E95","Manjaro","2015.3.25","2020.09.15",,"http://sonargnulinux.com",,,,,,,,,
"N","Bluestar Linux","#13C2FE","Arch Linux","2011.11.10",,,"https://distroware.gitlab.io/os/Linux/b/bluestar-linux",,,,,,,,,
"N","Bridge","#333333","Arch Linux","2012.1.30","2018.02.15",,"https://distroware.gitlab.io/os/Linux/b/bridge",,,,,,,,,
"N","PoliArch","#8F92A4","Arch Linux","2012.05.13","2018.10.26",,"https://distroware.gitlab.io/os/Linux/p/poliarch",,,,,,,,,
"#N","Nosonja","#000","Arch Linux","2012.3.1",,,"http://nosonja.org/",,,,,,,,,
"N","BBQLinux","#0bbcf7","Arch Linux","2012.11.4",,,"https://distroware.gitlab.io/os/Linux/b/bbqlinux",,,,,,,,,
"N","BlackArch","#880001","Arch Linux","2012.12",,,"https://distroware.gitlab.io/os/Linux/b/blackarch",,,,,,,,,
"N","AudioPhile Linux","#0a94c1","Arch Linux","2013.01.24",,,"https://distroware.gitlab.io/os/Linux/a/audiophile-linux",,,,,,,,,
"N","Cinnarch","#214084","Arch Linux","2012.7.19","2019.05.21",,"https://distroware.gitlab.io/os/Linux/a/antergos","Antergos","2013.5.12","https://distroware.gitlab.io/os/Linux/a/antergos",,,,,,
"N","Obarun","#1f94be","Arch Linux","2015.07",,,"https://distroware.gitlab.io/os/Linux/o/obarun",,,,,,,,,
"#N","Apricity","#5BD8B6","Arch Linux","2015.07.28","2017.05.7",,"https://apricity-os.github.io/",,,,,,,,,
"#N","VeltOS","#d02525","Arch Linux","2015.09.25",,,"https://velt.io/",,,,,,,,,
"#N","MorpheusArch Linux","#bbbbbb","Arch Linux","2016.02.24",,,"http://morpheusarch.co.uk/",,,,,,,,,
"#N","OBRevenge OS","#5c5c5c","Arch Linux","2016.07.26","2018.06.5",,"http://obrevenge.weebly.com/","Revenge OS","2017.07.20","http://revengeos.weebly.com/",,,,,,
"#N","SwagArch GNU Linux","#1793D1","Arch Linux","2016.09.1",,,"https://swagarch.gitlab.io/",,,,,,,,,
"//N","Liri OS","#ff5722","Arch Linux",,,,"https://liri.io/",,,,,,,,,
"N","ARCHLabs","#3f3f3f","Arch Linux","2017.03.3",,,"https://distroware.gitlab.io/os/Linux/a/archlabs",,,,,,,,,
"N","Hyperbola","#c0c0c0","Arch Linux","2017.04.15",,,"https://distroware.gitlab.io/os/Linux/h/hyperbola",,,,,,,,,
"N","Artix","#12ba64","Arch Linux","2017.07.27",,,"https://distroware.gitlab.io/os/Linux/a/artix",,,,,,,,,
"N","ArchMerge","#6790EB","Arch Linux","2017.09.15",,,"https://distroware.gitlab.io/os/Linux/a/arcolinux","ArcoLinux","2018.03.11","https://distroware.gitlab.io/os/Linux/a/arcolinux",,,,,,
"N","Arch Linux 32","#0771a6","Arch Linux","2017.11.08",,,"https://distroware.gitlab.io/os/Linux/a/arch-linux-32",,,,,,,,,
"N","SystemRescueCD ","#508fee","Arch Linux","2019.02.02",,,"https://distroware.gitlab.io/os/Linux/s/systemrescue","SystemRescue","2020.10.17","https://distroware.gitlab.io/os/Linux/s/systemrescue",,,,,,
"//N","Endeavour OS","#7f3fbf","Arch Linux","2019.07.15",,,"https://distroware.gitlab.io/os/Linux/e/endeavouros/",,,,,,,,,
"//N","Garuda Linux","#27bffa","Arch Linux","2020.03.26",,,"https://distroware.gitlab.io/os/Linux/g/garudalinux/",,,,,,,,,
"##N","SteamOS ","#b55afb","Arch Linux","2022.02.25",,,"https://distroware.gitlab.io/os/Linux/s/steamos-arch/",,,,,,,,,
"N","Chakra","#3276b1",,"2008.12.21","2021.12.27",,"https://distroware.gitlab.io/os/Linux/c/chakra",,,,,,,,,
"N","KaOS","#75B9E7",,"2014.04.18",,,"https://distroware.gitlab.io/os/Linux/k/kaos",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","MCC Interim","#696a48",,"1992.2","1996.4.23",,"https://distroware.gitlab.io/os/Linux/m/mcc-interim",,,,,,,,,
"N","TAMU","#3a34bc",,"1992.5","1994.10",,"https://distroware.gitlab.io/os/Linux/y/tamu",,,,,,,,,
"N","Yggdrasil","#668f53",,"1992.12.8","1995.5",,"https://distroware.gitlab.io/os/Linux/y/yggdrasil",,,,,,,,,
"N","DLD","#9e9e9e",,"1993","1999.12",,"https://distroware.gitlab.io/os/Linux/d/dld",,,,,,,,,
"N","LST","#4e8969",,"1993.12","1997.3.23",,"https://distroware.gitlab.io/os/Linux/l/lst",,,,,,,,,
"N","Bogus","#8ecab5",,"1994.1","1994.10",,"https://distroware.gitlab.io/os/Linux/b/bogus",,,,,,,,,
"N","Xdenu","#613980",,"1995","1996.5",,"https://distroware.gitlab.io/os/Linux/x/xdenu",,,,,,,,,
"N","Linux-FT","#ff0031",,"1995.1","1996.10",,"https://distroware.gitlab.io/os/Linux/l/linux-ft",,,,,,,,,
"N","Mini","#55b7f4",,"1995.2","1995.10",,"https://distroware.gitlab.io/os/Linux/m/mini",,,,,,,,,
"N","Trans-Ameritech","#ff1600",,"1995.3","1997.1",,"https://distroware.gitlab.io/os/Linux/trans-ameritech-linuxware",,,,,,,,,
"N","Unifix","#334466",,"1995.6","2001",,"https://distroware.gitlab.io/os/Linux/u/unifix",,,,,,,,,
"N","Linux Universe","#000",,"1995.10","1998.10",,"https://distroware.gitlab.io/os/Linux/l/linux-universe",,,,,,,,,
"N","Craftworks","#ff6cc4",,"1996","1998.4",,"https://distroware.gitlab.io/os/Linux/c/craftworks",,,,,,,,,
"N","DILINUX","#ff5f00",,"1996.4","1998.2",,"https://distroware.gitlab.io/os/Linux/d/doslinux","DOSLINUX","1997.10","https://distroware.gitlab.io/os/Linux/d/doslinux",,,,,,
"N","mkLinux","#35332d",,"1996.5.17","2002.8.11",,"https://distroware.gitlab.io/os/Linux/m/mklinux",,,,,,,,,
"N","Monkey","#8b3706",,"1996.10","1997.5.8",,"https://distroware.gitlab.io/os/Linux/m/monkey",,,,,,,,,
"N","Linux Router Project","#000",,"1997","2002",,"https://distroware.gitlab.io/os/Linux/l/linux-router-project",,,,,,,,,
"N","LEAF","#00b4d7","Linux Router Project","2000.10.29",,,"https://distroware.gitlab.io/os/Linux/l/leaf",,,,,,,,,
"N","Weaver","#ff9600",,"1997.9","2007.3",,"https://distroware.gitlab.io/os/Linux/n/nitix","Nitix","2004.1","https://distroware.gitlab.io/os/Linux/n/nitix",,,,,,
"N","uClinux","#4b78ff",,"1998.1",,,"https://distroware.gitlab.io/os/Linux/u/uclinux",,,,,,,,,
"N","ROCK","#77781b",,"1998.8","2010",,"https://distroware.gitlab.io/os/Linux/r/rock",,,,,,,,,
"N","T2","#09345f","ROCK","2004.10.3",,,"https://distroware.gitlab.io/os/Linux/t/t2",,,,,,,,,
"N","Project Ballantin","#000",,"1998.11","1999.5.17",,"https://distroware.gitlab.io/os/Linux/b/project-ballantin",,,,,,,,,
"N","FREESCO","#5588bb","Project Ballantin","1999.5.17","2017.03.30",,"https://distroware.gitlab.io/os/Linux/f/freesco",,,,,,,,,
"N","tomsrtbt","#000",,"1998.11.6","2002.5.4",,"https://distroware.gitlab.io/os/Linux/t/tomsrtbt",,,,,,,,,
"N","Coyote","#282896",,"1998.12","2004.04.14",,"https://distroware.gitlab.io/os/Linux/c/coyote",,,,,,,,,
"N","eIT easyLinux","#189069",,"1999.2.10","2001.10",,"https://distroware.gitlab.io/os/Linux/e/eit-easylinux",,,,,,,,,
"##N","ELinOS","#0d3b69",,"1999.3",,,"https://distroware.gitlab.io/os/Linux/e/elinos",,,,,,,,,
"N","Peanut","#4ac250",,"1999.12","2016.03.1",,"https://distroware.gitlab.io/os/Linux/a/alinux","aLinux","2005.3","https://distroware.gitlab.io/os/Linux/a/alinux",,,,,,
"N","BluePoint","#5b62ec",,"1999.12","2001.11.14",,"https://distroware.gitlab.io/os/Linux/b/bluepoint",,,,,,,,,
"N","Linux From Scratch","#000",,"1999.12",,,"https://distroware.gitlab.io/os/Linux/l/linux-from-scratch",,,,,,,,,
"N","ZENIX","#009999","Linux From Scratch","2003.2.10","2004.10.24",,"https://distroware.gitlab.io/os/Linux/z/zenix",,,,,,,,,
"N","NuTyX","#ae0001","Linux From Scratch","2007.11.28",,,"https://distroware.gitlab.io/os/Linux/n/nutyx",,,,,,,,,
"N","KaarPux","#cb4b16","Linux From Scratch","2012.8.6",,,"https://distroware.gitlab.io/os/Linux/k/kaarpux",,,,,,,,,
"N","AryaLinux","#FF6600","Linux From Scratch","2015.9.13",,,"https://distroware.gitlab.io/os/Linux/a/aryalinux",,,,,,,,,
,,,,,,,,,,,,,,,,
"##N","KaeilOS","#FF0000",,"2000.1",,,"https://distroware.gitlab.io/os/Linux/k/kaeilos",,"INFO:","http://en.wikipedia.org/wiki/KaeilOS",,,,,,
"N","SmoothWall GPL","#d06bd0",,"2000.8.30",,,"https://distroware.gitlab.io/os/Linux/s/smoothwall","SmoothWall Express","2003.11.0","https://distroware.gitlab.io/os/Linux/s/smoothwall",,,,,,
"N","IPCop","#8065ce","SmoothWall GPL","2002.1.5","2018.02.23",,"https://distroware.gitlab.io/os/Linux/i/ipcop",,,,,,,,,
"N","IPFire","#66000f","IPCop","2005.8",,,"https://distroware.gitlab.io/os/Linux/i/ipfire",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","CRUX","#4d699b",,"2001.1",,,"https://distroware.gitlab.io/os/Linux/c/crux",,,,,,,,,
"N","Beehive","#69c0c7",,"2001.2.19","2003.8.7",,"https://distroware.gitlab.io/os/Linux/b/beehive",,,,,,,,,
"N","Midori","#75e184",,"2001.3.13","2003.10",,"https://distroware.gitlab.io/os/Linux/m/midori",,,,,,,,,
"N","Leka Rescue Floppy","#e0d3b6",,"2001.4.1","2003.6.1",,"https://distroware.gitlab.io/os/Linux/l/leka-rescue-floppy",,,,,,,,,
"N","Openwall","#000",,"2001.5.15",,,"https://distroware.gitlab.io/os/Linux/o/openwall",,,,,,,,,
"N","dyne:bolic","#f1ca6d",,"2001.6","2014.09.8",,"https://distroware.gitlab.io/os/Linux/d/dyne-bolic",,,,,,,,,
"N","OpenWRT","#557788",,"2001.6.1",,,"https://distroware.gitlab.io/os/Linux/o/openwrt",,,,,,,,,
"N","Lede Project","#607891","OpenWRT","2016.6.3","2018.01.2",,"https://distroware.gitlab.io/os/Linux/o/openwrt",,,,,,,,,
"N","Ark","#545454",,"2001.8","2011.05.15",,"https://distroware.gitlab.io/os/Linux/a/ark",,,,,,,,,
"N","NetStation","#116daa",,"2001.8.28","2003.9",,"https://distroware.gitlab.io/os/Linux/n/netstation",,,,,,,,,
"N","Thinstation","#000","NetStation","2003.8.30",,,"https://distroware.gitlab.io/os/Linux/t/thinstation",,,,,,,,,
"N","LPS","#2757ab","Thinstation","2007.3.21","2021.09.6",,"https://distroware.gitlab.io/os/Linux/t/tens","TENS","2017.03.31","https://distroware.gitlab.io/os/Linux/t/tens",,,,,,
"N","Sorcerer","#36ce3b",,"2001.10","2004.06.20",,"https://distroware.gitlab.io/os/Linux/s/sorcerer",,,,,,,,,
"N","Lunar Linux","#6257cd","Sorcerer","2002.3",,,"https://distroware.gitlab.io/os/Linux/l/lunar-linux",,,,,,,,,
"N","Source Mage","#bf3032","Sorcerer","2002.4",,,"https://distroware.gitlab.io/os/Linux/s/source-mage",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Tinfoil Hat","#000",,"2002.2","2003",,"https://distroware.gitlab.io/os/Linux/t/tinfoil-hat",,,,,,,,,
"N","LinuxConsole","#333333",,"2002.10",,,"https://distroware.gitlab.io/os/Linux/l/linuxconsole",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","GoboLinux","#6da697",,"2003",,,"https://distroware.gitlab.io/os/Linux/g/gobolinux",,,,,,,,,
"N","Yoper","#c63937",,"2003.1.9","2011.04.30",,"https://distroware.gitlab.io/os/Linux/y/yoper",,,,,,,,,
"N","UHU","#ccc",,"2003.4.18","2017.07.15",,"https://distroware.gitlab.io/os/Linux/u/uhu",,,,,,,,,
"N","GeeXboX","#5050ff",,"2003.5.16","2016.11.1",,"https://distroware.gitlab.io/os/Linux/g/geexbox",,,,,,,,,
"N","Puppy","#dec374",,"2003.6",,,"https://distroware.gitlab.io/os/Linux/p/puppy",,,,,,,,,
"N","TEENpup","#227","Puppy","2007.3.2","2011.03.26",,"https://distroware.gitlab.io/os/Linux/l/legacy-os","Legacy OS","2010.9.3","https://distroware.gitlab.io/os/Linux/l/legacy-os",,,,,,
"N","Macpup","#538cc3","Puppy","2008.6.13","2016.08.23",,"https://distroware.gitlab.io/os/Linux/m/macpup",,,,,,,,,
"N","Sage Live CD","#7777ff","Puppy","2010.11.23","2015.10.19",,"https://distroware.gitlab.io/os/Linux/s/sage-live-cd",,,,,,,,,
"#N","Saluki","#ff9900","Puppy","2011.11.21",,,"http://saluki-linux.com/",,"INFO:","http://www.murga-linux.com/puppy/viewtopic.php?t=73687&sid=b82068abc9abafd2c283590c6a90a5b6",,,,,,
"N","Simplicity","#000","Puppy","2013.7.5",,,"https://distroware.gitlab.io/os/Linux/s/simplicity",,,,,,,,,
"N","Quirky","#000",,"2010.5.5","2018.12.16",,"https://distroware.gitlab.io/os/Linux/q/quirky",,,,,,,,,
"N","Devil","#de2323",,"2003.10.20","2018.01.7",,"https://distroware.gitlab.io/os/Linux/d/devil",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","NixOS","#6666dd",,"2004.2.14",,,"https://distroware.gitlab.io/os/Linux/n/nixos",,,,,,,,,
"N","GuixSD","#ffcb01",,"2012.11.22",,,"https://distroware.gitlab.io/os/Linux/g/guix","Guix System","2019.05.02","https://distroware.gitlab.io/os/Linux/g/guix",,,,,,
"N","QiLinux","#ffd133",,"2004.3.19","2009.07.31",,"https://distroware.gitlab.io/os/Linux/q/qilinux",,,,,,,,,
"N","Natures Linux","#0f0",,"2004.3.30","2007.8.20",,"https://distroware.gitlab.io/os/Linux/n/natures-linux",,,,,,,,,
"N","Openfiler","#5f86ac",,"2004.5","2012.04.13",,"https://distroware.gitlab.io/os/Linux/o/openfiler",,,,,,,,,
"N","Octoz","#ce6816",,"2004.7","2007.3",,"https://distroware.gitlab.io/os/Linux/o/octoz","Hedinux","2005.9.26","https://distroware.gitlab.io/os/Linux/o/octoz",,,,,,
"N","Specifix","#332c55",,"2004.7.14","2010",,"https://distroware.gitlab.io/os/Linux/r/rpath","rPath","2005.6.2","https://distroware.gitlab.io/os/Linux/r/rpath",,,,,,
"N","Foresight","#a3a3a3","Specifix","2005.3","2015.5",,"https://distroware.gitlab.io/os/Linux/f/foresight",,,,,,,,,
"#N","Oz","#5da0c6","Specifix","2007","2008",,"http://ubuntuforums.org/showthread.php?t=398478",,,,,,,,,
"N","Paldo","#2a6096",,"2004.12.9",,,"https://distroware.gitlab.io/os/Linux/p/paldo",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","BrazilFW","#0076b1",,"2005.10.5",,,"https://distroware.gitlab.io/os/Linux/b/brazilfw",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Jarro Negro","#000",,"2006.1.18","2017.02.24",,"https://distroware.gitlab.io/os/Linux/j/jarro-negro",,,,,,,,,
"N","Ophcrack","#8fc442",,"2006.3.24",,,"https://distroware.gitlab.io/os/Linux/o/ophcrack",,,,,,,,,
"N","Alpine Linux","#5f8dd3",,"2006.5.4",,,"https://distroware.gitlab.io/os/Linux/a/alpine-linux",,,,,,,,,
"N","postmarketOS","#009900","Alpine Linux","2017.5.6",,,"https://distroware.gitlab.io/os/Linux/p/postmarketos",,,,,,,,,
"N","Everest","#005896",,"2006.6.5","2018.01.1",,"https://distroware.gitlab.io/os/Linux/q/qomo","Qomo","2009.5","https://distroware.gitlab.io/os/Linux/q/qomo",,,,,,
"N","Zeroshell","#0000c0",,"2006.6.25",,,"https://distroware.gitlab.io/os/Linux/z/zeroshell",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Parted Magic","#58738f",,"2007.01",,,"https://distroware.gitlab.io/os/Linux/p/parted-magic",,,,,,,,,
"N","SliTaz","#000",,"2007.4.1",,,"https://distroware.gitlab.io/os/Linux/s/slitaz",,,,,,,,,
"N","Tiny SliTaz","#df8f06","SliTaz","2010.6.1",,,"https://distroware.gitlab.io/os/Linux/t/tiny-slitaz",,,,,,,,,
"N","openmamba","#4db90a",,"2007.6",,,"https://distroware.gitlab.io/os/Linux/o/openmamba",,,,,,,,,
"N","Syllable Server","#4488bb",,"2007.10","2013.06.08",,"https://distroware.gitlab.io/os/Linux/s/syllable-server",,,,,,,,,
"N","Ångström","#9cc32a",,"2007.12",,,"https://distroware.gitlab.io/os/Linux/a/angstrom",,,,,,,,,
"N","PLoP","#c0c0d8",,"2007.12.26",,,"https://distroware.gitlab.io/os/Linux/p/plop",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","VoidLinux","#478061",,"2008",,,"https://distroware.gitlab.io/os/Linux/v/voidlinux",,,,,,,,,
"N","Exherbo","#006600",,"2008.5.20",,,"https://distroware.gitlab.io/os/Linux/e/exherbo",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Tiny Core","#4f5f82",,"2009.1.5",,,"https://distroware.gitlab.io/os/Linux/t/tiny-core",,,,,,,,,
"N","piCorePlayer","#7E7E7E","Tiny Core","2013.6.16",,,"https://distroware.gitlab.io/os/Linux/p/picoreplayer",,,,,,,,,
"N","dCore","#4f5f82","Tiny Core","2013.06.28",,,"https://distroware.gitlab.io/os/Linux/d/dcore",,,,,,,,,
"#N","Nanolinux","#BFC3BF","Tiny Core","2013.11.23",,,"https://distroware.gitlab.io/os/Linux/n/nanolinux",,,,,,,,,
"N","Dragora","#56b04f",,"2009.3.13",,,"https://distroware.gitlab.io/os/Linux/d/dragora",,,,,,,,,
"N","webOS","#3ea3bd",,"2009.6.6",,,"https://distroware.gitlab.io/os/Linux/w/webos",,,,,,,,,
"N","LuneOS","#48a9f6","webOS","2014.09.1",,,"https://distroware.gitlab.io/os/Linux/l/luneos",,,,,,,,,
"N","OpenELEC","#88BDE1",,"2009.9.6","2020.06.3",,"https://distroware.gitlab.io/os/Linux/o/openelec",,,,,,,,,
"N","Lakka","#C0392B","OpenELEC","2015.5",,,"https://distroware.gitlab.io/os/Linux/l/lakka",,,,,,,,,
"N","LibreELEC","#000CB5","OpenELEC","2016.3",,,"https://distroware.gitlab.io/os/Linux/l/libreelec",,,,,,,,,
,,,,,,,,,,,,,,,,
"#N","Igelle","#e77918",,"2010.2.22",,,"http://www.igelle.com/",,,,,,,,,
"N","0Linux","#10a409",,"2010.3.3","2017.09.9",,"https://distroware.gitlab.io/os/Linux/0-9/0linux",,,,,,,,,
"N","4M","#888",,"2010.10.10",,,"https://distroware.gitlab.io/os/Linux/0-9/4m",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","noop","#303030",,"2012.7.20",,,"https://distroware.gitlab.io/os/Linux/n/noop",,,,,,,,,
"N","Bedrock","#00b070",,"2012.8.3",,,"https://distroware.gitlab.io/os/Linux/b/bedrock",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","AOSC OS","#32405a",,"2013.6",,,"https://distroware.gitlab.io/os/Linux/a/aosc-os",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Minimal Linux Live","#6633FF",,"2014.07.28",,,"https://distroware.gitlab.io/os/Linux/m/minimal-linux-live",,,,,,,,,
"N","Pisi Linux","#D1007C",,"2014.11.05",,,"https://distroware.gitlab.io/os/Linux/p/pisi-linux",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Evolve OS","#4d4d4d",,"2015.01.26",,,"https://distroware.gitlab.io/os/Linux/s/solus","Solus","2015.05.17",,,,,,,
"N","Clear Linux","#80E0DA",,"2015.02.09",,,"https://distroware.gitlab.io/os/Linux/c/clear-linux",,,,,,,,,
"N","RancherOS","#3BC7D2",,"2015.02.09","2021.12.29",,"https://distroware.gitlab.io/os/Linux/r/rancher-os",,,,,,,,,
"N","Super Grub2 Disk","#ff6633",,"2015.02.15",,,"https://distroware.gitlab.io/os/Linux/s/super-grub",,,,,,,,,
"N","OviOS","#000",,"2015.7.13",,,"https://distroware.gitlab.io/os/Linux/o/ovios",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Asteroid OS","#e67e22",,"2016.12.7",,,"https://distroware.gitlab.io/os/Linux/a/asteroidos/",,,,,,,,,
"N","januslinux","#7e7eff",,"2016.12.14",,,"https://distroware.gitlab.io/os/Linux/a/ataraxia/","Ataraxia Linux","2019.04.10","https://distroware.gitlab.io/os/Linux/a/ataraxia/",,,,,,
,,,,,,,,,,,,,,,,
"N","AOSP","#a4c639",,"2007.11.5",,,"https://distroware.gitlab.io/os/Linux/LinuxAndroid/a/android",,,,,,,,,
"N","CyanogenMod","#33B5E5","AOSP","2009.7.1","2016.12.31",,"https://distroware.gitlab.io/os/Linux/LinuxAndroid/c/cyanogenmod",,,,,,,,,
"##N","Cyanogen OS","#217594","CyanogenMod","2015.3","2016.12.31",,"https://distroware.gitlab.io/os/Linux/LinuxAndroid/c/cyanogenmod",,,,,,,,,
"N","LineageOS","#167C80","CyanogenMod","2016.12.23",,,"https://distroware.gitlab.io/os/Linux/LinuxAndroid/l/lineageos",,,,,,,,,
"N","Android-x86","#1DA066","AOSP","2009.09.1",,,"https://distroware.gitlab.io/os/Linux/LinuxAndroid/a/android-x86",,,,,,,,,
"#N","Remix OS","#1FC8F5","Android-x86","2015.11.18","2017.07.17",,"https://distroware.gitlab.io/os/Linux/LinuxAndroid/r/remixos",,,,,,,,,
"#N","Phoenix OS","#585858","Android-x86","2016.01.23",,,"https://distroware.gitlab.io/os/Linux/LinuxAndroid/p/phoenixos",,,,,,,,,
"N","Android-IA","#006ECA","AOSP","2012.08.29","2018.10.02",,"https://distroware.gitlab.io/os/Linux/LinuxAndroid/a/android-ia",,,,,,,,,
"N","OmniROM","#A5C53E","AOSP","2013.08.23",,,"https://distroware.gitlab.io/os/Linux/LinuxAndroid/o/omnirom",,,,,,,,,
"##N","Android Wear","#a4c639","AOSP","2014.03.18",,,"https://distroware.gitlab.io/os/Linux/LinuxAndroid/a/android-wear","Wear OS","2018.03.15","https://distroware.gitlab.io/os/Linux/LinuxAndroid/a/android-wear",,,,,,
"#N","CopperheadOS","#167C80","AOSP","2015.04.21",,,"https://distroware.gitlab.io/os/Linux/LinuxAndroid/c/copperhead-os",,,,,,,,,
"##N","Project Brillo","#a4c639","AOSP","2015.05.28",,,"https://distroware.gitlab.io/os/Linux/LinuxAndroid/a/android-things","Android Things","2016.12.13","https://distroware.gitlab.io/os/Linux/LinuxAndroid/a/android-things",,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"#","Connectors",,,,,,,,,,,,,,,
"#","Leaving 'To When' empty will result in using 'From When' as this value",,,,,,,,,,,,,,,
"#","From When","From","To When","To","Thickness","Color",,,,,,,,,,
"C","1998.6","Debian",,"MNIS","2","#bf1238",,,,,,,,,,
"C","2000.4","Debian",,"Demolinux","2","#bf1238",,,,,,,,,,
"C","2004.7","Debian",,"Medialinux","2","#bf1238",,,,,,,,,,
"C","2006.6.21","Debian",,"Danix","2","#bf1238",,,,,,,,,,
"C","2006.4","Debian",,"Bayanihan","2","#bf1238",,,,,,,,,,
"C","2006.5","Debian",,"Symphony OS","2","#bf1238",,,,,,,,,,
"C","2006.7.1","Debian",,"B2D","2","#bf1238",,,,,,,,,,
"C","2006.7.16","Debian",,"Dreamlinux","2","#bf1238",,,,,,,,,,
"C","2007.3","MAX",,"MAX ","2","#477dbe",,,,,,,,,,
"C","2007.12.3","Debian",,"MEPIS","2","#bf1238",,,,,,,,,,
"C","2008.2","Debian",,"Lihuen","2","#bf1238",,,,,,,,,,
"C","2008.3.1","ParallelKnoppix",,"PelicanHPC","2","#a0553c","# ParallelKnoppix rebased on Debian, name change",,,,,,,,,
"C","2009.2.11","Debian",,"Auditor Security Collection","2","#bf1238",,,,,,,,,,
"C","2009.3.25","Debian",,"Musix","2","#bf1238",,,,,,,,,,
"C","2009.5.8","Debian",,"AV","2","#bf1238",,,,,,,,,,
"C","2010.1.9","Auditor Security Collection",,"Backtrack ","4","#557c94",,,,,,,,,,
"C","2010.3.19","Debian",,"CrunchBang","2","#bf1238",,,,,,,,,,
"C","2010.6","Debian",,"Eeebuntu","2","#bf1238",,,,,,,,,,
"#C","2010.10.10","Debian",,"Joatha","2","#bf1238",,,,,,,,,,
"#C","2011.5.24","Debian",,"Zenix OS","2","#bf1238",,,,,,,,,,
"#C","2012.8.15","Debian",,"Airinux","2","#bf1238",,,,,,,,,,
"C","2013.3.14","Backtrack ",,"Kali","2","#557c94",,,,,,,,,,
"C","2013.4.12","Debian",,"Pardus","2","#bf1238",,,,,,,,,,
"C","2013.06.28","Debian",,"dCore","1","#bf1238","# Tiny Core spin-off compatible with Debian",,,,,,,,,
"C","2013.8.6","Debian",,"gNewSense","2","#bf1238",,,,,,,,,,
"C","2013.09.07","Raspyfi",,"Volumio","2","#48bd87",,,,,,,,,,
"C","2014.03.24","MEPIS",,"MX Linux","4","#bf1238",,,,,,,,,,
"C","2014.03.24","antiX",,"MX Linux","2","#bf1238",,,,,,,,,,
"C","2015.02.15","Rescatux",,"Super Grub2 Disk","2","#ff6633","# Made from the same developer of Rescatux",,,,,,,,,
"C","2015.06.28","Raspbmc",,"OSMC","4","#0090c4",,,,,,,,,,
"C","2016.10.23","Netrunner",,"Netrunner ","4","#5997de","# Netrunner rebased to Debian from 16.09 release",,,,,,,,,
"C","2004.07.22","Hiwix",,"Hiweed Linux","4","#15A7E5",,,,,,,,,,
"C","2006.09.25","Hiweed Linux",,"Hiweed Linux ","4","#15A7E5",,,,,,,,,,
"C","2015.12.30","Hiweed Linux ",,"deepin","4","#15A7E5",,,,,,,,,,
"C","2020.11.25","AV",,"AV Linux ","4","#334466",,,,,,,,,,
,,,,,,,,,,,,,,,,
"C","2005.6.17","Ubuntu",,"MoLinux","2","#e95420",,,,,,,,,,
"C","2006.2.8","Ubuntu",,"Guadalinex","2","#e95420",,,,,,,,,,
"C","2006.7.21","Ubuntu",,"MEPIS","2","#e95420",,,,,,,,,,
"C","2006.11","Ubuntu",,"Medialinux","2","#e95420",,,,,,,,,,
"C","2007.4","Ubuntu",,"Lindows","2","#e95420",,,,,,,,,,
"C","2007.12","Ubuntu",,"LliureX","2","#e95420",,,,,,,,,,
"C","2008.1","Ubuntu",,"Symphony OS","2","#e95420",,,,,,,,,,
"C","2008.6.24","Ubuntu",,"Kurumin","2","#e95420",,,,,,,,,,
"C","2008.7.24","Ubuntu",,"Trisquel","2","#e95420",,,,,,,,,,
"C","2010.11.8","Ubuntu",,"Nova","2","#e95420",,,,,,,,,,
"C","2011.6.3","Ubuntu",,"Caixa Mágica","2","#e95420",,,,,,,,,,
"//C","2011.11.25","Ubuntu",,"Linkat","2","#e95420","# Linkat rebased from OpenSUSE to Ubuntu",,,,,,,,,
"C","2012.7.3","Ubuntu",,"Amahi","2","#e95420",,,,,,,,,,
"C","2013.5.6","Ubuntu",,"PC OS","2","#e95420",,,,,,,,,,
,,,,,,,,,,,,,,,,
"C","2005.7.3","Whoppix",,"WHAX","2","#000",,,,,,,,,,
"C","2008.8.2","Lindows",,"Corel","2","#3b806e",,,,,,,,,,
"C","2010.5.26","OS2005",,"MeeGo","4","#fa8700",,,,,,,,,,
"C","2013.10.28","SolusOS","2015.01.26","Evolve OS","4","#757A75",,,,,,,,,,
,,,,,,,,,,,,,,,,
